number,pokemon_name,pic_url,main_type,secondary_type,region,category,height (),weight (),pokemon_family,attack,defense,stamina,cp min,cp max,Hp min,hp max,capture_rate,flee_rate,male_perc,female_perc,resistance,weakness,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,Fecha
481,Mesprit,https://static.wikia.nocookie.net/pokemongo/images/c/c2/Mesprit.png,Psychic,,Sinnoh,Emotion,"0,3","0,3",Mesprit family,212,212,190,37,3058,17,162,N/A,N/A,N/A,N/A,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes,No,Formerly (5th tier level),No,Yes,No,2006
482,Azelf,https://static.wikia.nocookie.net/pokemongo/images/8/88/Azelf.png,Psychic,,Sinnoh,Willpower,"0,3","0,3",Azelf family,270,151,181,39,3210,17,154,N/A,N/A,N/A,N/A,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes,No,Formerly (5th tier level),No,Yes,No,2006
483,Dialga,https://static.wikia.nocookie.net/pokemongo/images/4/4a/Dialga.png,Steel,Dragon,Sinnoh,Temporal,"5,4",683,Dialga family,275,211,205,50,4038,19,173,2%,4%,N/A,N/A,"{'62.5%': ['Bug', 'Electric', 'Flying', 'Normal', 'Psychic', 'Rock', 'Steel', 'Water'], '39%': ['Grass', 'Poison']}","{'160%': ['Fighting', 'Ground']}",No,No,Formerly (5th tier level),No,Yes,No,2006
484,Palkia,https://static.wikia.nocookie.net/pokemongo/images/4/4f/Palkia.png,Water,Dragon,Sinnoh,Spatial,"4,2",336,Palkia family,280,215,189,49,3991,17,161,2%,4%,N/A,N/A,"{'62.5%': ['Steel'], '39%': ['Fire', 'Water']}","{'160%': ['Dragon', 'Fairy']}",No,No,Formerly (5th tier level),No,Yes,No,2006
485,Heatran,https://static.wikia.nocookie.net/pokemongo/images/5/5c/Heatran.png,Fire,Steel,Sinnoh,Lava,"1,7",430,Heatran family,251,213,209,46,3754,19,177,2%,4%,50%,50%,"{'62.5%': ['Dragon', 'Flying', 'Normal', 'Psychic'], '39%': ['Bug', 'Fairy', 'Grass', 'Ice', 'Poison', 'Steel']}","{'160%': ['Fighting', 'Water'], '256%': ['Ground']}",No,No,Formerly (5th tier level),No,Yes,No,2006
486,Regigigas,https://static.wikia.nocookie.net/pokemongo/images/1/19/Regigigas.png,Normal,,Sinnoh,Colossal,"3,7",420,Regigigas family,287,210,221,54,4346,20,186,2%,4%,N/A,N/A,{'39%': ['Ghost']},{'160%': ['Fighting']},No,No,Formerly (5th tier level),No,Yes,No,2006
487,Giratina,https://static.wikia.nocookie.net/pokemongo/images/9/92/Giratina.png,Ghost,Dragon,Sinnoh,Renegade,"4,5",750,Giratina family,187,225,284,41,3379,26,236,2%,4%,N/A,N/A,"{'62.5%': ['Bug', 'Electric', 'Fire', 'Grass', 'Poison', 'Water'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Dragon', 'Fairy', 'Ghost', 'Ice']}",No,No,Formerly (5th tier level),No,Yes,No,2006
488,Cresselia,https://static.wikia.nocookie.net/pokemongo/images/4/4a/Cresselia.png,Psychic,,Sinnoh,Lunar,"1,5","85,6",Cresselia family,152,258,260,34,2857,24,217,2%,4%,N/A,N/A,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",No,No,Formerly (5th tier level),No,Yes,No,2006
489,Phione,https://static.wikia.nocookie.net/pokemongo/images/8/88/Phione.png,Water,,Sinnoh,Sea,"0,4","3,1",Phione family,162,162,190,25,2105,17,162,N/A,N/A,N/A,N/A,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",No,No,No,No,No,No,2006
490,Manaphy,https://static.wikia.nocookie.net/pokemongo/images/d/dd/Manaphy.png,Water,,Sinnoh,Seafaring,"0,3","1,4",Manaphy family,210,210,225,40,3265,21,189,N/A,N/A,N/A,N/A,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",No,No,No,No,No,No,2006
491,Darkrai,https://static.wikia.nocookie.net/pokemongo/images/5/50/Darkrai.png,Dark,,Sinnoh,Pitch-Black,"1,5","50,5",Darkrai family,285,198,172,46,3739,16,147,N/A,N/A,N/A,N/A,"{'62.5%': ['Ghost', 'Dark'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting']}",No,No,Formerly (5th tier level),No,Yes,No,2006
492,Shaymin,https://static.wikia.nocookie.net/pokemongo/images/6/67/Shaymin.png,Grass,,Sinnoh,Gratitude,"0,2","2,1",Shaymin family,210,210,225,40,3265,21,189,N/A,N/A,N/A,N/A,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",No,No,No,No,No,No,2006
493,Arceus,https://static.wikia.nocookie.net/pokemongo/images/9/96/Arceus.png,Normal,,Sinnoh,Alpha,"3,2",320,Arceus family,238,238,237,49,3989,22,199,N/A,N/A,N/A,N/A,{'39%': ['Ghost']},{'160%': ['Fighting']},No,No,No,No,No,No,2006
494,Victini,https://static.wikia.nocookie.net/pokemongo/images/4/45/Victini.png,Psychic,Fire,Unova,Victory,"0,4",4,Victini family,210,210,225,40,3265,21,189,N/A,N/A,N/A,N/A,"{'62.5%': ['Fairy', 'Fighting', 'Fire', 'Grass', 'Ice', 'Psychic', 'Steel']}","{'160%': ['Dark', 'Ghost', 'Ground', 'Rock', 'Water']}",No,No,No,No,No,No,2011
495,Snivy,https://static.wikia.nocookie.net/pokemongo/images/9/9a/Snivy.png,Grass,,Unova,Grass,"0,6","8,1",Snivy family,88,107,128,10,849,12,113,20%,10%,"87,50%","12,50%","{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2011
496,Servine,https://static.wikia.nocookie.net/pokemongo/images/f/fe/Servine.png,Grass,,Unova,Grass,"0,8",16,Snivy family,122,152,155,16,1441,14,134,10%,10%,"87,50%","12,50%","{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes,No,No,No,Yes,No,2011
497,Serperior,https://static.wikia.nocookie.net/pokemongo/images/6/6a/Serperior.png,Grass,,Unova,Regal,"3,3",63,Snivy family,161,204,181,27,2277,17,154,5%,5%,"87,50%","12,50%","{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",No,No,No,No,Yes,No,2011
498,Tepig,https://static.wikia.nocookie.net/pokemongo/images/0/0e/Tepig.png,Fire,,Unova,Fire,"0,5","9,9",Tepig family,115,85,163,11,1083,15,140,20%,10%,"87,50%","12,50%","{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2011
499,Pignite,https://static.wikia.nocookie.net/pokemongo/images/6/65/Pignite.png,Fire,Fighting,Unova,Fire,1,"55,5",Tepig family,173,106,207,22,1924,19,175,10%,7%,"87,50%","12,50%","{'62.5%': ['Dark', 'Fire', 'Grass', 'Ice', 'Steel'], '39%': ['Bug']}","{'160%': ['Ground', 'Flying', 'Psychic', 'Water']}",Yes,No,No,No,Yes,No,2011
500,Emboar,https://static.wikia.nocookie.net/pokemongo/images/1/15/Emboar.png,Fire,Fighting,Unova,Mega,"1,6",150,Tepig family,235,127,242,36,2982,22,203,5%,5%,"87,50%","12,50%","{'62.5%': ['Dark', 'Fire', 'Grass', 'Ice', 'Steel'], '39%': ['Bug']}","{'160%': ['Ground', 'Flying', 'Psychic', 'Water']}",No,No,No,No,Yes,No,2011
501,Oshawott,https://static.wikia.nocookie.net/pokemongo/images/e/e1/Oshawott.png,Water,,Unova,Sea,"0,5","5,9",Oshawott family,117,85,146,11,1046,13,127,20%,10%,"87,50%","12,50%","{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2011
502,Dewott,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Dewott.png,Water,,Unova,Discipline,"0,8","24,5",Oshawott family,159,116,181,20,1741,17,154,10%,7%,"87,50%","12,50%","{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,No,No,Yes,No,2011
503,Samurott,https://static.wikia.nocookie.net/pokemongo/images/d/d4/Samurott.png,Water,,Unova,Formidable,"1,5","94,6",Oshawott family,212,157,216,34,2826,20,182,5%,5%,"87,50%","12,50%","{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",No,No,No,No,Yes,No,2011
504,Patrat,https://static.wikia.nocookie.net/pokemongo/images/5/58/Patrat.png,Normal,,Unova,Scout,"0,5","11,6",Patrat family,98,73,128,10,791,12,113,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,Formerly (1st tier level),Formerly,Yes,No,2011
505,Watchog,https://static.wikia.nocookie.net/pokemongo/images/6/6d/Watchog.png,Normal,,Unova,Lookout,"1,1",27,Patrat family,165,139,155,21,1819,14,134,20%,7%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},No,No,No,No,Yes,No,2011
506,Lillipup,https://static.wikia.nocookie.net/pokemongo/images/1/18/Lillipup.png,Normal,,Unova,Puppy,"0,4","4,1",Lillipup family,107,86,128,10,915,12,113,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,Formerly (1st tier level),Yes,Yes,No,2011
507,Herdier,https://static.wikia.nocookie.net/pokemongo/images/4/4e/Herdier.png,Normal,,Unova,Loyal,"0,9","14,7",Lillipup family,145,126,163,18,1583,15,140,25%,9%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,Formerly (3rd tier level),No,Yes,No,2011
508,Stoutland,https://static.wikia.nocookie.net/pokemongo/images/8/8d/Stoutland.png,Normal,,Unova,Big-Hearted,"1,2",61,Lillipup family,206,182,198,34,2827,18,168,"12,50%",5%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},No,No,Formerly (4th tier level),No,Yes,No,2011
509,Purrloin,https://static.wikia.nocookie.net/pokemongo/images/0/0f/Purrloin.png,Dark,,Unova,Devious,"0,4","10,1",Purrloin family,98,73,121,10,772,11,107,50%,20%,50%,50%,"{'62.5%': ['Ghost', 'Dark'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting']}",Yes,No,No,Formerly,No,No,2011
510,Liepard,https://static.wikia.nocookie.net/pokemongo/images/3/3b/Liepard.png,Dark,,Unova,Cruel,"1,1","37,5",Purrloin family,187,106,162,21,1846,15,139,20%,7%,50%,50%,"{'62.5%': ['Ghost', 'Dark'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting']}",No,No,Formerly (3rd tier level),No,No,No,2011
511,Pansage,https://static.wikia.nocookie.net/pokemongo/images/7/7c/Pansage.png,Grass,,Unova,Grass,"0,6","10,5",Pansage family,104,94,137,10,956,12,120,50%,20%,"87,50%","12,50%","{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes,No,No,No,No,No,2011
512,Simisage,https://static.wikia.nocookie.net/pokemongo/images/d/d7/Simisage.png,Grass,,Unova,Thorn,"1,1","30,5",Pansage family,206,133,181,28,2350,17,154,20%,7%,"87,50%","12,50%","{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",No,No,No,No,No,No,2011
513,Pansear,https://static.wikia.nocookie.net/pokemongo/images/0/0b/Pansear.png,Fire,,Unova,High,"0,6",11,Pansear family,104,94,137,10,956,12,120,50%,20%,"87,50%","12,50%","{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",Yes,No,No,No,No,No,2011
514,Simisear,https://static.wikia.nocookie.net/pokemongo/images/4/4f/Simisear.png,Fire,,Unova,Ember,1,28,Pansear family,206,133,181,28,2350,17,154,20%,7%,"87,50%","12,50%","{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",No,No,No,No,No,No,2011
515,Panpour,https://static.wikia.nocookie.net/pokemongo/images/f/f2/Panpour.png,Water,,Unova,Spray,"0,6","13,5",Panpour family,104,94,137,10,956,12,120,50%,20%,"87,50%","12,50%","{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,No,No,No,No,2011
516,Simipour,https://static.wikia.nocookie.net/pokemongo/images/8/8f/Simipour.png,Water,,Unova,Geyser,1,29,Panpour family,206,133,181,28,2350,17,154,20%,7%,"87,50%","12,50%","{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",No,No,No,No,No,No,2011
517,Munna,https://static.wikia.nocookie.net/pokemongo/images/9/94/Munna.png,Psychic,,Unova,Dream,"0,6","23,3",Munna family,111,92,183,12,1145,17,156,50%,20%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes,No,Formerly (1st tier level),No,No,No,2011
518,Musharna,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Musharna.png,Psychic,,Unova,Drowsing,"1,1","60,5",Munna family,183,166,253,33,2723,23,211,20%,7%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",No,No,No,No,No,No,2011
519,Pidove,https://static.wikia.nocookie.net/pokemongo/images/d/df/Pidove.png,Normal,Flying,Unova,Tiny,"0,3","2,1",Pidove family,98,80,137,10,848,12,120,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2011
520,Tranquill,https://static.wikia.nocookie.net/pokemongo/images/6/60/Tranquill.png,Normal,Flying,Unova,Wild,"0,6",15,Pidove family,144,107,158,16,1442,14,136,25%,9%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes,No,Formerly (3rd tier level),No,Yes,No,2011
521,Unfezant,https://static.wikia.nocookie.net/pokemongo/images/9/92/Unfezant.png,Normal,Flying,Unova,Proud,"1,2",29,Pidove family,226,146,190,33,2734,17,162,"12,50%",5%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",No,No,No,No,Yes,No,2011
522,Blitzle,https://static.wikia.nocookie.net/pokemongo/images/f/f9/Blitzle.png,Electric,,Unova,Electrified,"0,8","29,8",Blitzle family,118,64,128,10,882,12,113,30%,10%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},Yes,No,Formerly (1st tier level),Formerly,Yes,No,2011
523,Zebstrika,https://static.wikia.nocookie.net/pokemongo/images/1/18/Zebstrika.png,Electric,,Unova,Thunderbolt,"1,6","79,5",Blitzle family,211,136,181,29,2428,17,154,10%,7%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},No,No,No,No,Yes,No,2011
524,Roggenrola,https://static.wikia.nocookie.net/pokemongo/images/8/8a/Roggenrola.png,Rock,,Unova,Mantle,"0,4",18,Roggenrola family,121,110,146,13,1205,13,127,50%,15%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2011
525,Boldore,https://static.wikia.nocookie.net/pokemongo/images/5/56/Boldore.png,Rock,,Unova,Ore,"0,9",102,Roggenrola family,174,143,172,24,2029,16,147,25%,7%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}",No,No,Formerly (3rd tier level),No,Yes,No,2011
526,Gigalith,https://static.wikia.nocookie.net/pokemongo/images/6/67/Gigalith.png,Rock,,Unova,Compressed,"1,7",260,Roggenrola family,226,201,198,39,3228,18,168,"12,50%",5%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}",No,No,No,No,Yes,No,2011
527,Woobat,https://static.wikia.nocookie.net/pokemongo/images/7/72/Woobat.png,Psychic,Flying,Unova,Bat,"0,4","2,1",Woobat family,107,85,163,11,1016,15,140,50%,20%,50%,50%,"{'62.5%': ['Grass', 'Psychic'], '39%': ['Fighting', 'Ground']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2011
528,Swoobat,https://static.wikia.nocookie.net/pokemongo/images/e/e6/Swoobat.png,Psychic,Flying,Unova,Courting,"0,9","10,5",Woobat family,161,119,167,20,1716,15,143,20%,7%,50%,50%,"{'62.5%': ['Grass', 'Psychic'], '39%': ['Fighting', 'Ground']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']}",No,No,No,No,Yes,No,2011
529,Drilbur,https://static.wikia.nocookie.net/pokemongo/images/e/ef/Drilbur.png,Ground,,Unova,Mole,"0,3","8,5",Drilbur family,154,85,155,15,1376,14,134,50%,20%,50%,50%,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric']}","{'160%': ['Grass', 'Ice', 'Water']}",Yes,No,Formerly (1st tier level),Formerly,No,No,2011
530,Excadrill,https://static.wikia.nocookie.net/pokemongo/images/0/0c/Excadrill.png,Ground,Steel,Unova,Subterrene,"0,7","40,4",Drilbur family,255,129,242,39,3244,22,203,20%,7%,50%,50%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Flying', 'Normal', 'Psychic', 'Steel'], '39%': ['Electric', 'Rock'], '24%': ['Poison']}","{'160%': ['Fighting', 'Fire', 'Ground', 'Water']}",No,No,Formerly (3rd tier level),No,No,No,2011
531,Audino,https://static.wikia.nocookie.net/pokemongo/images/e/ed/Audino.png,Normal,,Unova,Hearing,"1,1",31,Audino family,114,163,230,19,1682,21,193,5%,5%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,Yes (10-km Eggs),Formerly (1st tier level),Formerly,Yes,No,2011
532,Timburr,https://static.wikia.nocookie.net/pokemongo/images/7/7d/Timburr.png,Fighting,,Unova,Muscular,"0,6","12,5",Timburr family,134,87,181,14,1315,17,154,50%,15%,75%,25%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",No,No,Formerly (1st tier level),No,Yes,No,2011
533,Gurdurr,https://static.wikia.nocookie.net/pokemongo/images/f/f3/Gurdurr.png,Fighting,,Unova,Muscular,"1,2",40,Timburr family,180,134,198,25,2169,18,168,25%,7%,75%,25%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",No,No,No,No,Yes,No,2011
534,Conkeldurr,https://static.wikia.nocookie.net/pokemongo/images/8/8c/Conkeldurr.png,Fighting,,Unova,Muscular,"1,4",87,Timburr family,243,158,233,41,3337,21,195,"12,50%",5%,75%,25%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",No,No,No,No,Yes,No,2011
535,Tympole,https://static.wikia.nocookie.net/pokemongo/images/3/31/Tympole.png,Water,,Unova,Tadpole,"0,5","4,5",Tympole family,98,78,137,10,839,12,120,50%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2011
536,Palpitoad,https://static.wikia.nocookie.net/pokemongo/images/4/44/Palpitoad.png,Water,Ground,Unova,Vibration,"0,8",17,Tympole family,128,109,181,15,1392,17,154,25%,7%,50%,50%,"{'62.5%': ['Electric', 'Fire', 'Poison', 'Rock', 'Steel']}",{'256%': ['Grass']},No,No,Formerly (3rd tier level),Formerly,Yes,No,2011
537,Seismitoad,https://static.wikia.nocookie.net/pokemongo/images/c/c1/Seismitoad.png,Water,Ground,Unova,Vibration,"1,5",62,Tympole family,188,150,233,31,2564,21,195,"12,50%",5%,50%,50%,"{'62.5%': ['Electric', 'Fire', 'Poison', 'Rock', 'Steel']}",{'256%': ['Grass']},No,No,No,No,Yes,No,2011
538,Throh,https://static.wikia.nocookie.net/pokemongo/images/d/d0/Throh.png,Fighting,,Unova,Judo,"1,3","55,5",Throh family,172,160,260,30,2562,24,217,20%,7%,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",Yes,No,No,No,Yes,No,2011
539,Sawk,https://static.wikia.nocookie.net/pokemongo/images/2/29/Sawk.png,Fighting,,Unova,Karate,"1,4",51,Sawk family,231,153,181,33,2788,17,154,20%,7%,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",Yes,No,No,No,Yes,No,2011
540,Sewaddle,https://static.wikia.nocookie.net/pokemongo/images/f/f1/Sewaddle.png,Bug,Grass,Unova,Sewing,"0,3","2,5",Sewaddle family,96,124,128,10,977,12,113,50%,15%,50%,50%,"{'62.5%': ['Electric', 'Fighting', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Bug', 'Ice', 'Poison', 'Rock'], '256%': ['Fire', 'Flying']}",Yes,No,Formerly (1st tier level),Formerly,No,No,2011
541,Swadloon,https://static.wikia.nocookie.net/pokemongo/images/9/9e/Swadloon.png,Bug,Grass,Unova,Leaf-Wrapped,"0,5","7,3",Sewaddle family,115,162,146,15,1370,13,127,25%,7%,50%,50%,"{'62.5%': ['Electric', 'Fighting', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Bug', 'Ice', 'Poison', 'Rock'], '256%': ['Fire', 'Flying']}",No,No,No,No,No,No,2011
542,Leavanny,https://static.wikia.nocookie.net/pokemongo/images/a/a6/Leavanny.png,Bug,Grass,Unova,Nurturing,"1,2","20,5",Sewaddle family,205,165,181,31,2580,17,154,"12,50%",5%,50%,50%,"{'62.5%': ['Electric', 'Fighting', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Bug', 'Ice', 'Poison', 'Rock'], '256%': ['Fire', 'Flying']}",No,No,No,No,No,No,2011
543,Venipede,https://static.wikia.nocookie.net/pokemongo/images/b/bd/Venipede.png,Bug,Poison,Unova,Centipede,"0,4","5,3",Venipede family,83,99,102,10,706,10,92,30%,10%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes,No,Formerly (1st tier level),No,No,No,2011
544,Whirlipede,https://static.wikia.nocookie.net/pokemongo/images/7/7e/Whirlipede.png,Bug,Poison,Unova,Curlipede,"1,2","58,5",Venipede family,100,173,120,12,1144,11,106,15%,5%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",No,No,Formerly (2nd tier level),No,No,No,2011
545,Scolipede,https://static.wikia.nocookie.net/pokemongo/images/e/e4/Scolipede.png,Bug,Poison,Unova,Megapede,"2,5","200,5",Venipede family,203,175,155,29,2447,14,134,20%,7%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",No,No,No,No,No,No,2011
546,Cottonee,https://static.wikia.nocookie.net/pokemongo/images/d/d2/Cottonee.png,Grass,Fairy,Unova,Cotton,"0,3","0,6",Cottonee family,71,111,120,10,700,11,106,30%,10%,50%,50%,"{'62.5%': ['Dark', 'Electric', 'Fighting', 'Grass', 'Ground', 'Water'], '39%': ['Dragon']}","{'160%': ['Fire', 'Flying', 'Ice', 'Steel'], '256%': ['Poison']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2011
547,Whimsicott,https://static.wikia.nocookie.net/pokemongo/images/d/da/Whimsicott.png,Grass,Fairy,Unova,Windveiled,"0,7","6,6",Cottonee family,164,176,155,23,2014,14,134,15%,5%,50%,50%,"{'62.5%': ['Dark', 'Electric', 'Fighting', 'Grass', 'Ground', 'Water'], '39%': ['Dragon']}","{'160%': ['Fire', 'Flying', 'Ice', 'Steel'], '256%': ['Poison']}",No,No,No,No,Yes,No,2011
548,Petilil,https://static.wikia.nocookie.net/pokemongo/images/2/27/Petilil.png,Grass,,Unova,Bulb,"0,5","6,6",Petilil family,119,91,128,11,1030,12,113,30%,10%,N/A,N/A,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes,No,Formerly (1st tier level),Formerly,No,No,2011
549,Lilligant,https://static.wikia.nocookie.net/pokemongo/images/f/f5/Lilligant.png,Grass,,Unova,Flowering,"1,1","16,3",Petilil family,214,155,172,30,2550,16,147,15%,5%,N/A,N/A,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",No,No,No,No,No,No,2011
550,Basculin,https://static.wikia.nocookie.net/pokemongo/images/9/9e/Basculin.png,Water,,Unova,Hostile,1,18,Basculin family,189,129,172,24,2090,16,147,20%,7%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,No,No,No,No,2011
551,Sandile,https://static.wikia.nocookie.net/pokemongo/images/e/e0/Sandile.png,Ground,Dark,Unova,Desert,"0,7","15,2",Sandile family,132,69,137,11,1037,12,120,50%,15%,50%,50%,"{'62.5%': ['Dark', 'Ghost', 'Poison', 'Rock'], '39%': ['Electric', 'Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Ice', 'Water']}",No,Yes (12-km Eggs),No,No,No,No,2011
552,Krokorok,https://static.wikia.nocookie.net/pokemongo/images/2/2e/Krokorok.png,Ground,Dark,Unova,Desert,1,"33,4",Sandile family,155,90,155,16,1418,14,134,25%,7%,50%,50%,"{'62.5%': ['Dark', 'Ghost', 'Poison', 'Rock'], '39%': ['Electric', 'Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Ice', 'Water']}",No,No,No,No,No,No,2011
553,Krookodile,https://static.wikia.nocookie.net/pokemongo/images/5/5f/Krookodile.png,Ground,Dark,Unova,Intimidation,"1,5","96,3",Sandile family,229,158,216,37,3046,20,182,"12,50%",5%,50%,50%,"{'62.5%': ['Dark', 'Ghost', 'Poison', 'Rock'], '39%': ['Electric', 'Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Ice', 'Water']}",No,No,No,No,No,No,2011
